acq_date,latitude,longitude,brightness,scan,track,confidence,bright_t31,frp,type,month,weekofyear,season
2020-08-19,22.0415,85.16205,309.5,1.05,1.0,49.0,289.85,5.449999999999999,0.0,8,34,Summer
2020-08-20,23.770049999999998,80.13059999999999,319.05,1.3,1.1,59.5,294.95000000000005,13.0,2.0,8,34,Summer
2020-08-21,21.1061,78.3639,307.2,1.3,1.1,55.0,284.1,9.3,2.0,8,34,Summer
2020-08-22,27.3967,95.4257,303.0,2.4,1.5,42.0,286.3,11.3,0.0,8,34,Summer
2020-08-23,22.3196,73.30019999999999,314.9,1.2000000000000002,1.05,49.5,295.35,10.45,0.0,8,34,Summer
2020-08-24,18.6856,73.0351,309.6,1.2,1.1,73.0,288.8,9.3,2.0,8,35,Summer
2020-08-25,23.73875,86.34965,306.55,1.1,1.0,50.0,291.35,5.449999999999999,2.0,8,35,Summer
2020-08-26,25.274099999999997,86.4041,314.05,1.05,1.0,50.5,292.05,8.75,2.0,8,35,Summer
2020-08-27,29.0504,74.6269,319.3,1.7,1.3,40.0,296.1,19.4,0.0,8,35,Summer
2020-08-28,25.7898,79.28225,317.7,1.15,1.05,51.0,298.0,10.05,0.0,8,35,Summer
2020-08-29,23.777949999999997,78.4142,317.6,1.4,1.2,48.0,295.29999999999995,12.25,1.0,8,35,Summer
2020-08-30,23.7558,79.2378,317.7,1.2,1.1,55.0,297.4,10.7,0.0,8,35,Summer
2020-08-31,27.6353,75.5728,319.4,1.1,1.1,49.0,298.4,9.8,0.0,8,36,Summer
2020-09-01,23.89165,80.50135,317.15,1.7,1.3,43.0,292.6,16.35,0.0,9,36,Summer
2020-09-02,23.723,86.3923,316.2,1.3,1.1,62.0,294.5,10.1,2.0,9,36,Summer
2020-09-03,27.2704,73.4101,318.8,1.6,1.2,37.0,294.1,18.8,0.0,9,36,Summer
2020-09-04,23.5572,76.8535,306.7,1.0,1.0,47.0,291.4,7.4,0.0,9,36,Summer
2020-09-05,23.7671,86.405,306.8,1.2,1.1,44.5,291.75,6.050000000000001,2.0,9,36,Summer
2020-09-06,22.7873,79.6713,318.7,1.4,1.2,53.0,297.0,14.7,0.0,9,36,Summer
2020-09-07,23.7795,86.3895,316.6,1.0,1.0,47.0,295.1,6.3,2.0,9,37,Summer
2020-09-08,22.5283,76.34405000000001,315.25,1.3,1.15,34.5,293.5,8.9,2.0,9,37,Summer
2020-09-09,22.81805,81.18934999999999,311.3,1.4,1.15,44.0,294.29999999999995,9.5,2.0,9,37,Summer
2020-09-10,23.7425,85.97585000000001,314.05,1.1,1.0,60.5,290.1,7.55,2.0,9,37,Summer
2020-09-11,23.7266,86.4408,305.0,1.0,1.0,24.0,280.9,6.5,2.0,9,37,Summer
2020-09-12,23.6849,86.09565,302.0,1.0,1.0,33.0,283.35,4.0,2.0,9,37,Summer
2020-09-13,22.797,79.4957,309.7,1.2,1.1,70.0,291.9,8.9,2.0,9,37,Summer
2020-09-14,21.3841,85.2539,311.0,1.4,1.2,70.5,291.70000000000005,10.149999999999999,2.0,9,38,Summer
2020-09-15,22.310850000000002,85.1757,315.65,1.25,1.1,54.5,296.15,11.85,2.0,9,38,Summer
2020-09-16,23.7451,84.6939,315.3,1.3,1.1,40.0,293.6,8.2,2.0,9,38,Summer
2020-09-17,23.7227,84.92275000000001,315.75,1.0,1.0,48.0,296.4,6.9,2.0,9,38,Summer
2020-09-18,23.26075,86.12880000000001,308.15,1.05,1.0,70.5,291.20000000000005,6.65,2.0,9,38,Summer
2020-09-19,23.755,85.2575,314.0,1.1,1.0,66.0,294.5,8.4,2.0,9,38,Summer
2020-09-20,23.6841,86.0911,310.8,1.2,1.1,59.0,295.8,8.8,2.0,9,38,Summer
2020-09-21,22.396250000000002,85.1925,317.29999999999995,1.2,1.1,45.5,298.3,12.4,0.0,9,39,Summer
2020-09-22,21.97975,83.8169,316.15,1.3,1.1,53.0,296.1,13.5,0.0,9,39,Summer
2020-09-23,23.72255,84.55975,318.8,1.0,1.0,53.5,295.65,10.3,2.0,9,39,Fall
2020-09-24,31.50805,75.00534999999999,316.9,1.0,1.0,55.0,297.85,8.05,0.0,9,39,Fall
2020-09-25,29.8424,75.0492,316.7,1.0,1.0,53.0,297.8,6.4,0.0,9,39,Fall
2020-09-26,30.20365,75.9414,316.45,1.1,1.1,55.0,298.0,10.45,2.0,9,39,Fall
2020-09-27,12.7835,79.2445,316.8,1.6,1.2,57.0,295.9,15.0,0.0,9,39,Fall
2020-09-28,16.20135,76.9863,311.45,1.2000000000000002,1.1,46.0,295.25,8.1,1.0,9,40,Fall
2020-09-29,14.779399999999999,78.16245,315.15,1.0,1.0,42.0,293.7,6.800000000000001,0.0,9,40,Fall
2020-09-30,20.9164,85.18119999999999,304.6,1.6,1.2,60.5,287.45000000000005,10.649999999999999,2.0,9,40,Fall
2020-10-01,22.134999999999998,79.8878,315.4,1.1,1.1,64.0,295.9,8.75,1.0,10,40,Fall
2020-10-02,23.7735,84.878,308.9,1.2,1.1,47.0,287.9,9.6,0.0,10,40,Fall
2020-10-03,21.7637,83.3549,316.4,1.0,1.0,57.0,297.4,9.3,0.0,10,40,Fall
2020-10-04,21.1113,83.3437,313.3,1.1,1.1,61.0,294.5,11.4,2.0,10,40,Fall
2020-10-05,23.0383,79.75405,314.55,1.2,1.1,61.5,295.8,8.0,0.0,10,41,Fall
2020-10-06,20.3645,79.9076,316.0,1.3,1.1,51.0,298.9,12.1,0.0,10,41,Fall
2020-10-07,23.7001,80.3075,315.3,1.2,1.1,54.0,297.6,12.3,0.0,10,41,Fall
2020-10-08,23.7041,77.0004,317.4,1.3,1.1,58.0,301.0,10.6,0.0,10,41,Fall
2020-10-09,20.9661,79.7415,315.1,1.5,1.2,56.0,298.0,12.0,0.0,10,41,Fall
2020-10-10,30.152250000000002,76.12595,316.0,1.0,1.0,62.0,301.2,7.4,0.0,10,41,Fall
2020-10-11,24.03715,76.90455,315.2,1.1,1.0,61.5,299.65,8.25,0.0,10,41,Fall
2020-10-12,29.7761,76.8265,316.3,1.0,1.0,62.0,300.6,7.3,0.0,10,42,Fall
2020-10-13,23.76435,79.5763,315.6,1.1,1.0,61.0,298.45,8.75,0.0,10,42,Fall
2020-10-14,28.8751,79.3892,315.1,1.3,1.1,62.0,300.5,9.9,0.0,10,42,Fall
2020-10-15,29.8219,76.5846,315.6,1.6,1.3,62.0,300.5,14.2,0.0,10,42,Fall
2020-10-16,27.9508,79.4495,313.95,1.5,1.2,60.5,299.2,12.25,0.0,10,42,Fall
2020-10-17,30.387,75.28025,315.8,1.1,1.1,60.0,299.75,8.45,0.0,10,42,Fall
2020-10-18,30.11605,76.2801,312.85,1.1,1.1,62.5,296.6,7.699999999999999,0.0,10,42,Fall
2020-10-19,30.332250000000002,76.1383,316.55,1.0,1.0,64.0,301.4,7.55,0.0,10,43,Fall
2020-10-20,29.8749,76.5928,313.9,1.0,1.0,63.0,301.2,7.1,0.0,10,43,Fall
2020-10-21,30.47355,75.8826,315.85,1.2,1.1,63.5,301.8,9.2,0.0,10,43,Fall
2020-10-22,30.5678,75.848,315.3,2.0,1.4,62.0,301.8,16.9,0.0,10,43,Fall
2020-10-23,30.4347,75.95665,315.3,1.8,1.3,64.0,300.9,15.05,0.0,10,43,Fall
2020-10-24,30.646,75.2543,317.0,1.3,1.1,63.0,300.6,11.3,0.0,10,43,Fall
2020-10-25,30.36185,75.74545,312.4,1.5,1.2,63.0,298.6,11.0,0.0,10,43,Fall
2020-10-26,30.604300000000002,75.30965,317.5,1.0,1.0,64.0,301.1,8.5,0.0,10,44,Fall
2020-10-27,30.6047,75.3332,314.7,1.0,1.0,63.0,300.7,9.1,0.0,10,44,Fall
2020-10-28,30.428449999999998,75.50805,318.35,1.1,1.0,64.0,301.8,9.7,0.0,10,44,Fall
2020-10-29,30.8001,74.9005,315.4,2.5,1.5,58.0,298.6,23.4,0.0,10,44,Fall
2020-10-30,30.36425,75.30505,317.2,1.6,1.2,62.0,300.8,15.1,0.0,10,44,Fall
2020-10-31,30.4341,75.1733,319.2,1.6,1.2,62.0,300.4,17.6,0.0,10,44,Fall
2020-11-01,28.804450000000003,77.08324999999999,311.6,1.6,1.2,59.5,293.35,10.8,0.0,11,44,Fall
2020-11-02,25.3454,78.1694,317.4,1.1,1.1,59.0,300.0,9.6,0.0,11,45,Fall
2020-11-03,30.19475,74.99685,312.79999999999995,1.3,1.1,60.0,294.8,9.6,0.0,11,45,Fall
2020-11-04,30.378,75.42205,321.1,1.0,1.0,65.0,301.1,11.2,0.0,11,45,Fall
2020-11-05,30.33915,75.49235,315.9,1.25,1.1,59.0,300.0,20.45,0.0,11,45,Fall
2020-11-06,30.3624,75.406,321.6,1.3,1.1,65.0,300.1,16.8,0.0,11,45,Fall
2020-11-07,30.3219,75.7222,316.4,1.6,1.2,67.0,296.6,15.1,0.0,11,45,Fall
2020-11-08,30.333550000000002,75.59515,314.4,1.9,1.3,64.0,299.0,13.7,0.0,11,45,Fall
2020-11-09,30.2099,75.628,319.1,1.4,1.2,66.0,301.7,13.9,0.0,11,46,Fall
2020-11-10,30.1528,75.9004,314.3,2.4,1.5,65.0,300.4,19.6,0.0,11,46,Fall
2020-11-11,29.7839,75.98365,316.8,1.0,1.0,62.5,294.4,10.3,0.0,11,46,Fall
2020-11-12,25.4369,76.0131,314.6,1.1,1.0,59.0,299.6,7.5,0.0,11,46,Fall
2020-11-13,23.7476,78.5804,317.6,1.1,1.0,63.0,301.8,8.6,0.0,11,46,Fall
2020-11-14,20.96655,78.99965,313.1,1.1,1.0,63.0,297.7,8.7,1.0,11,46,Fall
2020-11-15,25.8769,79.4203,314.1,1.2,1.1,59.0,301.4,9.1,0.0,11,46,Fall
2020-11-16,25.43675,77.59440000000001,316.05,1.3,1.1,59.5,300.75,12.7,0.0,11,47,Fall
2020-11-17,27.2906,76.9543,314.2,1.9,1.3,65.0,301.0,14.1,0.0,11,47,Fall
2020-11-18,30.4054,75.10135,315.85,1.1,1.0,64.0,301.0,8.45,0.0,11,47,Fall
2020-11-19,26.7994,79.6228,314.7,1.3,1.1,62.0,299.6,14.1,0.0,11,47,Fall
2020-11-20,30.1449,74.6999,317.6,1.0,1.0,67.0,299.9,9.9,0.0,11,47,Fall
2020-11-21,23.5057,77.2639,312.1,1.1,1.0,57.0,298.2,8.0,0.0,11,47,Fall
2020-11-22,23.4184,79.9912,315.3,1.0,1.0,58.0,301.6,7.4,0.0,11,47,Fall
2020-11-23,30.1466,74.5527,313.8,1.8,1.3,63.0,296.0,14.4,0.0,11,48,Fall
2020-11-24,25.8651,78.9007,314.0,1.4,1.2,63.0,298.8,11.3,0.0,11,48,Fall
2020-11-25,30.12865,74.5626,316.45,1.2,1.1,64.0,299.4,10.7,0.0,11,48,Fall
2020-11-26,23.46,83.5874,314.9,1.1,1.1,64.0,299.7,11.2,0.0,11,48,Fall
2020-11-27,23.45555,78.89845,315.45,1.15,1.1,59.0,299.35,8.5,0.0,11,48,Fall
2020-11-28,22.3396,79.7662,315.3,1.1,1.1,60.0,299.8,10.7,0.0,11,48,Fall
2020-11-29,23.27885,80.00495000000001,314.15,1.1,1.0,58.0,298.9,7.5,0.0,11,48,Fall
2020-11-30,23.7847,79.8198,311.9,1.3,1.1,60.0,297.2,12.1,0.0,11,49,Fall
2020-12-01,25.54455,81.4569,311.95,1.1,1.0,59.5,298.35,7.15,0.0,12,49,Fall
2020-12-02,26.08595,75.04475,313.70000000000005,1.3,1.1,62.0,297.85,10.65,0.0,12,49,Fall
2020-12-03,25.0821,83.8758,310.8,1.1,1.0,58.0,298.0,7.8,0.0,12,49,Fall
2020-12-04,21.9193,80.1918,313.7,1.1,1.0,61.0,298.6,8.0,0.0,12,49,Fall
2020-12-05,25.188,83.8427,310.2,1.3,1.1,60.0,297.2,8.2,0.0,12,49,Fall
2020-12-06,20.9602,80.0111,313.5,1.1,1.0,62.0,298.5,7.7,0.0,12,49,Fall
2020-12-07,21.3723,77.0353,311.35,1.1,1.0,56.5,296.6,7.65,0.0,12,50,Fall
2020-12-08,24.3447,81.6751,312.3,1.1,1.0,60.0,298.3,7.45,0.0,12,50,Fall
2020-12-09,21.665599999999998,78.72335000000001,312.85,1.1,1.0,61.0,295.9,8.75,0.0,12,50,Fall
2020-12-10,24.9909,83.4733,311.6,1.1,1.1,59.0,296.9,7.6,0.0,12,50,Fall
2020-12-11,20.1617,80.2747,314.35,1.1,1.0,57.0,299.05,8.149999999999999,0.0,12,50,Fall
2020-12-12,21.13565,81.72325000000001,312.35,1.6,1.25,54.0,298.2,11.0,0.0,12,50,Fall
2020-12-13,18.4971,80.0173,315.25,1.1,1.1,60.5,297.54999999999995,9.05,0.0,12,50,Fall
2020-12-14,21.5081,76.39840000000001,313.0,1.1,1.1,60.0,296.5,9.3,0.0,12,51,Fall
2020-12-15,19.94815,80.3316,313.3,1.1,1.0,55.5,298.1,7.55,0.0,12,51,Fall
2020-12-16,19.2596,75.6292,314.2,1.1,1.0,60.0,297.7,9.8,0.0,12,51,Fall
2020-12-17,20.8131,80.6959,311.8,1.1,1.1,59.0,294.3,8.2,0.0,12,51,Fall
2020-12-18,18.4176,76.73385,314.7,1.1,1.1,60.0,300.6,7.699999999999999,0.0,12,51,Fall
2020-12-19,21.280549999999998,83.1293,312.4,1.2,1.1,62.0,299.20000000000005,9.25,0.0,12,51,Fall
2020-12-20,21.22125,82.2699,311.29999999999995,1.15,1.1,60.0,298.0,7.65,0.0,12,51,Fall
2020-12-21,22.2756,84.0821,308.95,1.4,1.2,59.5,296.29999999999995,9.25,0.0,12,52,Winter
2020-12-22,21.1091,80.3108,315.3,1.2,1.1,61.0,299.0,9.4,0.0,12,52,Winter
2020-12-23,21.1069,75.467,311.4,1.1,1.0,61.0,294.5,9.9,0.0,12,52,Winter
2020-12-24,21.149050000000003,81.93950000000001,312.5,1.0,1.0,61.0,295.6,7.0,0.0,12,52,Winter
2020-12-25,20.9217,80.629,312.4,1.2,1.1,59.0,296.2,8.2,0.0,12,52,Winter
2020-12-26,26.0571,76.6573,304.7,1.2,1.1,59.0,289.1,13.0,0.0,12,52,Winter
2020-12-27,21.2318,78.232,311.8,1.1,1.1,59.0,295.3,9.2,0.0,12,52,Winter
2020-12-28,21.4996,82.8001,313.3,1.4,1.2,65.0,299.0,12.0,0.0,12,53,Winter
2020-12-29,21.096049999999998,80.5478,309.9,1.1,1.1,58.0,296.9,7.75,0.0,12,53,Winter
2020-12-30,23.7499,87.1617,310.2,1.2,1.1,60.0,296.4,8.8,0.0,12,53,Winter
2020-12-31,22.44445,82.43270000000001,309.4,1.1,1.1,59.0,293.5,8.8,0.0,12,53,Winter
2021-01-01,18.6839,75.6958,314.7,1.1,1.1,59.0,298.1,11.3,0.0,1,53,Winter
2021-01-02,16.62965,75.495,307.6,1.1,1.0,63.5,291.65,8.05,0.0,1,53,Winter
2021-01-03,20.65645,75.15005,313.0,1.1,1.05,56.0,299.0,9.25,0.0,1,53,Winter
2021-01-04,20.9609,75.1069,309.0,1.4,1.2,61.0,291.2,13.4,0.0,1,1,Winter
2021-01-05,19.1457,76.6345,314.0,1.1,1.0,59.0,299.8,9.3,0.0,1,1,Winter
2021-01-06,21.74725,82.3931,310.85,1.2,1.1,61.5,297.3,9.75,0.0,1,1,Winter
2021-01-07,20.80695,81.74225,311.75,1.2,1.1,63.0,296.55,8.9,0.0,1,1,Winter
2021-01-08,20.96305,76.5137,311.8,1.1,1.0,63.0,294.85,8.2,0.0,1,1,Winter
2021-01-09,16.586750000000002,75.30019999999999,306.1,1.0,1.0,48.5,291.04999999999995,6.75,0.0,1,1,Winter
2021-01-10,20.9626,77.2948,313.2,1.1,1.1,59.0,297.1,8.1,0.0,1,1,Winter
2021-01-11,20.959899999999998,82.56075000000001,308.65,1.2,1.1,60.0,294.0,9.2,0.0,1,2,Winter
2021-01-12,20.5188,77.43795,314.25,1.1,1.0,61.0,299.4,8.6,0.0,1,2,Winter
2021-01-13,21.9191,86.39564999999999,311.20000000000005,1.6,1.2,59.0,296.79999999999995,12.149999999999999,0.0,1,2,Winter
2021-01-14,20.96495,80.6036,314.4,1.2,1.1,63.0,298.35,11.7,0.0,1,2,Winter
2021-01-15,21.91665,85.1796,311.75,1.3,1.1,60.0,297.0,9.8,0.0,1,2,Winter
2021-01-16,20.9642,82.4665,313.1,1.1,1.0,62.0,299.0,8.6,0.0,1,2,Winter
2021-01-17,21.96965,85.0034,312.5,1.1,1.0,61.0,297.2,7.75,0.0,1,2,Winter
2021-01-18,20.944850000000002,83.0098,311.25,1.1,1.0,61.0,292.2,8.05,0.0,1,3,Winter
2021-01-19,17.8479,75.6989,316.3,1.1,1.0,63.0,300.6,9.0,0.0,1,3,Winter
2021-01-20,22.13475,84.04509999999999,311.04999999999995,1.1,1.1,60.5,297.2,8.3,0.0,1,3,Winter
2021-01-21,18.7757,76.9728,318.0,1.1,1.0,61.0,301.2,9.6,0.0,1,3,Winter
2021-01-22,24.115099999999998,85.18515,312.45,1.3,1.1,60.5,295.45,10.149999999999999,0.0,1,3,Winter
2021-01-23,23.1645,77.48135,312.5,1.1,1.0,61.0,295.85,10.2,0.0,1,3,Winter
2021-01-24,21.7012,77.2919,312.9,1.1,1.1,57.0,296.4,8.8,0.0,1,3,Winter
2021-01-25,20.959000000000003,80.91485,310.1,1.1,1.0,61.0,294.29999999999995,8.4,0.0,1,4,Winter
2021-01-26,17.3739,77.232,318.45,1.1,1.0,61.5,303.29999999999995,9.75,0.0,1,4,Winter
2021-01-27,20.9636,83.6501,313.9,1.1,1.1,64.0,298.2,9.0,0.0,1,4,Winter
2021-01-28,18.9749,77.4764,319.3,1.1,1.0,61.0,301.1,9.8,0.0,1,4,Winter
2021-01-29,25.6252,85.1685,307.5,1.4,1.2,52.0,292.7,9.3,0.0,1,4,Winter
2021-01-30,19.3196,76.9128,317.5,1.1,1.0,62.0,302.3,11.2,0.0,1,4,Winter
2021-01-31,20.963,76.0148,314.2,1.2,1.1,61.0,300.4,11.3,0.0,1,4,Winter
2021-02-01,21.6481,78.6521,311.4,1.1,1.0,61.0,294.2,9.0,0.0,2,5,Winter
2021-02-02,18.2171,76.9232,316.1,1.1,1.0,59.0,300.0,9.2,0.0,2,5,Winter
2021-02-03,20.9623,79.2166,309.6,1.1,1.0,60.0,293.1,8.0,0.0,2,5,Winter
2021-02-04,19.32285,77.9508,318.45000000000005,1.1,1.0,61.0,301.05,10.149999999999999,0.0,2,5,Winter
2021-02-05,24.7758,77.7866,312.6,1.2,1.1,59.0,294.6,13.0,0.0,2,5,Winter
2021-02-06,24.46125,76.33395,318.7,1.1,1.1,60.0,301.20000000000005,11.05,0.0,2,5,Winter
2021-02-07,25.9457,77.5483,310.9,1.4,1.2,57.0,294.3,12.9,0.0,2,5,Winter
2021-02-08,24.210549999999998,77.13114999999999,314.04999999999995,1.2,1.1,60.0,295.45,11.2,0.0,2,6,Winter
2021-02-09,21.2124,76.3686,315.1,1.1,1.0,61.0,299.0,9.4,0.0,2,6,Winter
2021-02-10,25.009149999999998,80.36255,309.85,1.1,1.0,59.0,292.9,8.0,0.0,2,6,Winter
2021-02-11,26.2583,80.3748,314.9,1.1,1.0,64.0,296.3,10.3,0.0,2,6,Winter
2021-02-12,23.3992,82.3549,312.5,1.1,1.0,63.0,295.5,8.9,0.0,2,6,Winter
2021-02-13,21.2931,79.6712,318.8,1.1,1.0,63.0,301.2,11.0,0.0,2,6,Winter
2021-02-14,22.1891,82.68205,315.79999999999995,1.6,1.3,62.0,298.9,14.2,0.0,2,6,Winter
2021-02-15,17.9125,78.0044,323.25,1.1,1.0,64.0,306.2,12.05,0.0,2,7,Winter
2021-02-16,21.669800000000002,77.47295,317.95,1.2,1.1,60.0,299.75,11.5,0.0,2,7,Winter
2021-02-17,20.3935,78.8904,320.1,1.1,1.1,64.0,305.3,11.9,0.0,2,7,Winter
2021-02-18,21.1135,77.557,318.9,1.1,1.0,62.0,301.2,10.6,0.0,2,7,Winter
2021-02-19,19.69055,82.3406,319.5,1.0,1.0,68.0,302.04999999999995,10.850000000000001,0.0,2,7,Winter
2021-02-20,21.4943,80.0044,319.3,1.1,1.0,65.0,298.3,10.9,0.0,2,7,Winter
2021-02-21,22.816049999999997,85.18164999999999,316.85,1.6,1.2,69.0,296.29999999999995,20.9,0.0,2,7,Winter
2021-02-22,19.814,79.2725,324.6,1.2,1.1,67.0,301.9,13.6,0.0,2,8,Winter
2021-02-23,21.9397,79.2897,316.1,1.2,1.1,59.0,300.2,10.8,0.0,2,8,Winter
2021-02-24,18.5962,78.47120000000001,322.15,1.2,1.1,65.0,298.4,12.6,0.0,2,8,Winter
2021-02-25,22.2684,76.54225,323.54999999999995,1.1,1.1,70.0,300.45000000000005,16.6,0.0,2,8,Winter
2021-02-26,18.448,77.60975,311.6,1.0,1.0,60.0,295.2,8.35,0.0,2,8,Winter
2021-02-27,18.2277,77.30055,324.3,1.1,1.1,68.0,306.55,13.649999999999999,0.0,2,8,Winter
2021-02-28,20.9619,82.2217,317.6,1.2,1.1,63.0,299.0,12.0,0.0,2,8,Winter
2021-03-01,24.9135,87.0597,319.5,1.6,1.2,64.0,298.6,17.4,0.0,3,9,Winter
2021-03-02,23.80845,85.18405,320.7,1.5,1.2,67.0,296.2,17.549999999999997,0.0,3,9,Winter
2021-03-03,24.2663,83.79695000000001,319.8,1.2,1.1,63.0,295.55,14.8,0.0,3,9,Winter
2021-03-04,23.76415,79.9653,316.3,1.1,1.1,66.0,295.5,12.25,0.0,3,9,Winter
2021-03-05,22.9466,90.5238,324.8,1.0,1.0,71.0,300.9,14.9,0.0,3,9,Winter
2021-03-06,18.280050000000003,76.0121,310.15,1.1,1.0,62.5,292.4,8.899999999999999,0.0,3,9,Winter
2021-03-07,17.663249999999998,77.31735,325.75,1.1,1.0,66.0,304.2,11.35,0.0,3,9,Winter
2021-03-08,20.961,75.1622,311.6,1.4,1.2,65.0,295.5,12.1,0.0,3,10,Winter
2021-03-09,23.337899999999998,86.3638,321.5,1.6,1.3,62.5,298.25,16.85,0.0,3,10,Winter
2021-03-10,23.5974,92.83250000000001,324.65,1.4,1.2,74.0,301.0,28.799999999999997,0.0,3,10,Winter
2021-03-11,23.2782,92.6397,321.4,2.2,1.4,65.0,296.8,27.3,0.0,3,10,Winter
2021-03-12,24.09925,92.884,323.8,1.0,1.0,74.0,299.8,17.95,0.0,3,10,Winter
2021-03-13,24.3207,93.1259,321.7,1.6,1.2,73.0,296.9,45.0,0.0,3,10,Winter
2021-03-14,24.028,92.8956,330.0,1.1,1.0,80.0,301.5,24.5,0.0,3,10,Winter
2021-03-15,22.94585,92.3973,321.4,2.8,1.6,69.0,300.5,38.0,0.0,3,11,Winter
2021-03-16,24.9837,92.9507,326.2,1.5,1.2,74.0,298.1,30.2,0.0,3,11,Winter
2021-03-17,25.29555,92.5697,323.5,1.7,1.3,71.0,299.5,29.05,0.0,3,11,Winter
2021-03-18,24.3783,91.9301,325.2,2.1,1.4,70.0,297.1,30.9,0.0,3,11,Winter
2021-03-19,25.2691,92.05015,324.25,1.1,1.1,73.0,298.55,18.95,0.0,3,11,Winter
2021-03-20,23.63115,88.4548,321.45,1.5,1.2,69.0,295.4,20.05,0.0,3,11,
2021-03-21,24.5666,92.36635,326.85,1.0,1.0,70.0,297.4,17.85,0.0,3,11,Spring
2021-03-22,20.7908,78.6699,319.0,1.3,1.1,62.0,299.3,15.6,0.0,3,12,Spring
2021-03-23,23.6386,92.2074,325.2,1.1,1.1,66.0,298.6,14.9,0.0,3,12,Spring
2021-03-24,23.8461,91.9056,323.4,2.1,1.4,66.0,297.5,30.5,0.0,3,12,Spring
2021-03-25,23.8117,92.1143,323.5,1.9,1.3,69.0,299.3,26.1,0.0,3,12,Spring
2021-03-26,24.087249999999997,92.30645,323.2,1.4,1.2,71.0,299.5,22.15,0.0,3,12,Spring
2021-03-27,19.2616,80.8167,327.4,1.3,1.1,67.0,303.5,19.4,0.0,3,12,Spring
2021-03-28,24.0108,92.1608,329.0,1.0,1.0,74.0,303.4,19.0,0.0,3,12,Spring
2021-03-29,21.5129,82.0883,325.8,1.3,1.1,64.0,305.5,16.8,0.0,3,13,Spring
2021-03-30,25.1788,92.6964,325.75,1.1,1.0,70.0,306.2,15.7,0.0,3,13,Spring
2021-03-31,24.110599999999998,92.1568,320.6,1.3,1.1,66.0,302.5,23.6,0.0,3,13,Spring
2021-04-01,23.7262,91.8129,328.1,1.3,1.1,69.0,306.3,17.9,0.0,4,13,Spring
2021-04-02,23.697,91.72135,323.75,1.4,1.2,68.0,302.2,17.55,0.0,4,13,Spring
2021-04-03,22.579549999999998,79.0325,326.65,1.3,1.1,67.0,305.25,18.2,0.0,4,13,Spring
2021-04-04,24.4424,90.77420000000001,325.3,1.2,1.1,66.0,304.2,15.25,0.0,4,13,Spring
2021-04-05,22.6042,79.0412,327.8,1.1,1.1,66.0,308.4,17.2,0.0,4,14,Spring
2021-04-06,24.16785,85.61564999999999,326.3,1.0,1.0,68.0,303.8,15.8,0.0,4,14,Spring
2021-04-07,22.66,78.57575,320.9,1.2,1.1,67.0,298.04999999999995,13.6,0.0,4,14,Spring
2021-04-08,22.6918,77.5786,331.4,1.1,1.1,69.0,311.7,17.0,0.0,4,14,Spring
2021-04-09,22.9835,77.5987,321.4,1.1,1.0,67.0,299.0,14.3,0.0,4,14,Spring
2021-04-10,22.72915,77.93475000000001,329.6,1.4,1.2,66.0,309.7,19.15,0.0,4,14,Spring
2021-04-11,23.1101,77.66069999999999,327.15,1.3,1.1,68.0,306.4,15.25,0.0,4,14,Spring
2021-04-12,22.790399999999998,78.18275,332.45,1.1,1.1,68.0,312.6,16.85,0.0,4,15,Spring
2021-04-13,23.29045,77.83385,331.6,1.1,1.1,68.5,308.35,15.7,0.0,4,15,Spring
2021-04-14,19.887900000000002,80.43485,327.85,1.1,1.1,66.0,306.9,14.350000000000001,0.0,4,15,Spring
2021-04-15,22.9014,78.1186,332.1,1.1,1.0,70.0,310.7,16.3,0.0,4,15,Spring
2021-04-16,22.847,78.1644,324.9,1.1,1.0,69.0,303.9,14.7,0.0,4,15,Spring
2021-04-17,22.84885,78.02535,334.85,1.2,1.1,71.0,312.7,20.1,0.0,4,15,Spring
2021-04-18,23.3418,77.8347,327.1,1.4,1.2,70.0,305.6,17.4,0.0,4,15,Spring
2021-04-19,22.925,79.2544,332.2,1.2,1.1,73.0,309.3,21.3,0.0,4,16,Spring
2021-04-20,23.5774,77.515,319.2,1.4,1.2,67.0,295.2,14.7,0.0,4,16,Spring
2021-04-21,23.3826,78.7894,330.6,1.1,1.0,66.0,308.9,15.5,0.0,4,16,Spring
2021-04-22,23.765,77.4273,335.0,1.0,1.0,70.0,315.0,16.3,0.0,4,16,Spring
2021-04-23,23.6633,77.5152,318.25,1.2,1.1,71.0,296.45,11.6,0.0,4,16,Spring
2021-04-24,23.73545,77.86585,334.2,1.1,1.0,71.0,312.3,15.7,0.0,4,16,Spring
2021-04-25,23.6798,77.6254,313.6,1.0,1.0,73.0,295.6,10.3,0.0,4,16,Spring
2021-04-26,23.644,77.8168,335.0,1.5,1.2,70.0,313.5,22.7,0.0,4,17,Spring
2021-04-27,23.6813,77.4547,325.1,1.4,1.2,71.0,300.15,15.95,0.0,4,17,Spring
2021-04-28,23.82195,77.72915,330.4,1.5,1.2,68.0,307.4,22.1,0.0,4,17,Spring
2021-04-29,24.19285,77.71185,332.7,1.2,1.1,70.0,308.79999999999995,16.5,0.0,4,17,Spring
2021-04-30,24.6338,77.703,327.7,1.3,1.2,70.0,303.8,16.6,0.0,4,17,Spring
2021-05-01,24.6038,77.6413,336.0,1.1,1.0,73.0,315.8,16.9,0.0,5,17,Spring
